Mver|MVEG_00005	GH5.hmm  	1.2e-13	33	128	136	398	0.345454545454545
Mver|MVEG_00005	GH5.hmm  	1.2e-08	121	237	580	860	0.421818181818182
Mver|MVEG_00007	AA6.hmm  	7.5e-06	53	119	117	176	0.338461538461538
Mver|MVEG_00110	CBM13.hmm  	2.6e-12	39	152	214	322	0.601063829787234
Mver|MVEG_00113	AA7.hmm  	4.1e-44	15	207	133	337	0.419213973799127
Mver|MVEG_00134	AA7.hmm  	2e-43	14	181	42	228	0.364628820960699
Mver|MVEG_00211	GH89.hmm  	8.5e-163	2	642	79	782	0.965309200603318
Mver|MVEG_00218	CE4.hmm  	4.3e-32	8	125	92	210	0.9
Mver|MVEG_00219	GH28.hmm  	2e-67	11	307	38	344	0.910769230769231
Mver|MVEG_00223	CE4.hmm  	2.5e-29	8	124	94	211	0.892307692307692
Mver|MVEG_00267	CE4.hmm  	2.6e-31	13	126	100	214	0.869230769230769
Mver|MVEG_00280	AA7.hmm  	5.9e-47	15	193	136	327	0.388646288209607
Mver|MVEG_00303	CE10.hmm  	6e-27	57	193	74	254	0.398826979472141
Mver|MVEG_00409	GT83.hmm  	2.6e-06	340	517	10	229	0.327777777777778
Mver|MVEG_00423	CE10.hmm  	3.7e-19	53	162	66	196	0.319648093841642
Mver|MVEG_00424	CE10.hmm  	5.8e-28	77	188	161	288	0.325513196480938
Mver|MVEG_00427	CE10.hmm  	1.2e-32	65	186	84	234	0.354838709677419
Mver|MVEG_00431	GH5.hmm  	2e-35	3	255	39	403	0.916363636363636
Mver|MVEG_00431	CBM13.hmm  	8.4e-09	23	91	461	534	0.361702127659574
Mver|MVEG_00431	CBM13.hmm  	2.2e-11	15	94	548	631	0.420212765957447
Mver|MVEG_00432	GH5.hmm  	1.6e-32	4	256	40	404	0.916363636363636
Mver|MVEG_00432	CBM13.hmm  	1.6e-11	5	89	538	627	0.446808510638298
Mver|MVEG_00533	AA9.hmm  	6.3e-05	5	200	21	190	0.886363636363636
Mver|MVEG_00545	GT48.hmm  	0	2	727	883	1655	0.98105548037889
Mver|MVEG_00546	GH72.hmm  	3.2e-119	4	310	21	319	0.980769230769231
Mver|MVEG_00546	CBM43.hmm  	2.8e-17	2	82	371	458	0.963855421686747
Mver|MVEG_00585	GH16.hmm  	1.5e-05	4	89	1037	1150	0.44973544973545
Mver|MVEG_00616	GT2.hmm  	7.3e-13	81	164	443	527	0.494047619047619
Mver|MVEG_00753	GT32.hmm  	2.3e-09	45	86	319	358	0.455555555555556
Mver|MVEG_00760	GT21.hmm  	4.3e-96	1	233	81	312	0.995708154506438
Mver|MVEG_00788	CBM48.hmm  	3e-08	2	47	88	143	0.592105263157895
Mver|MVEG_00788	GH13.hmm  	2.6e-25	21	259	235	507	0.795986622073579
Mver|MVEG_00844	CE1.hmm  	1.2e-06	27	143	135	295	0.511013215859031
Mver|MVEG_00891	CE12.hmm  	6.6e-10	1	156	189	361	0.738095238095238
Mver|MVEG_00949	CE10.hmm  	3.3e-34	91	332	118	373	0.706744868035191
Mver|MVEG_00964	GT68.hmm  	2.2e-08	202	333	348	517	0.374285714285714
Mver|MVEG_01004	CE10.hmm  	1.1e-39	75	225	254	416	0.439882697947214
Mver|MVEG_01012	GT4.hmm  	1e-31	5	149	192	334	0.9
Mver|MVEG_01143	CE4.hmm  	1.4e-30	6	125	111	231	0.915384615384615
Mver|MVEG_01144	CE4.hmm  	1.2e-30	7	125	119	238	0.907692307692308
Mver|MVEG_01157	CE10.hmm  	7e-19	34	316	324	604	0.826979472140763
Mver|MVEG_01164	GH16.hmm  	4.9e-46	3	189	90	412	0.984126984126984
Mver|MVEG_01207	CE10.hmm  	1.6e-13	93	299	383	591	0.604105571847507
Mver|MVEG_01209	CE4.hmm  	3.1e-26	6	122	16	138	0.892307692307692
Mver|MVEG_01244	CE10.hmm  	1.9e-25	76	208	104	273	0.387096774193548
Mver|MVEG_01259	CBM13.hmm  	1e-07	38	138	1836	1937	0.531914893617021
Mver|MVEG_01259	CBM13.hmm  	4e-10	48	134	2326	2424	0.457446808510638
Mver|MVEG_01259	CBM13.hmm  	6.8e-12	39	169	2375	2506	0.691489361702128
Mver|MVEG_01259	CBM13.hmm  	1.5e-07	51	135	2518	2610	0.446808510638298
Mver|MVEG_01361	CE4.hmm  	2.1e-32	7	125	105	224	0.907692307692308
Mver|MVEG_01378	GT68.hmm  	1.2e-11	34	339	252	687	0.871428571428571
Mver|MVEG_01430	AA3.hmm  	7e-32	81	410	5	566	0.532362459546926
Mver|MVEG_01444	CE1.hmm  	3e-08	14	207	173	417	0.850220264317181
Mver|MVEG_01526	GT20.hmm  	1.2e-166	33	473	116	566	0.926315789473684
Mver|MVEG_01563	GH3.hmm  	2.9e-63	6	208	216	425	0.935185185185185
Mver|MVEG_01604	GT2.hmm  	2.6e-13	71	164	584	680	0.553571428571429
Mver|MVEG_01683	AA3.hmm  	3e-50	88	401	189	682	0.506472491909385
Mver|MVEG_01720	GT75.hmm  	2.2e-18	8	315	48	366	0.895043731778426
Mver|MVEG_01742	GT17.hmm  	2.5e-20	149	284	27	190	0.475352112676056
Mver|MVEG_01776	AA7.hmm  	1.5e-57	15	454	76	510	0.958515283842795
Mver|MVEG_01778	AA3.hmm  	1e-93	68	407	25	628	0.548543689320388
Mver|MVEG_01779	AA3.hmm  	2.7e-87	85	405	40	650	0.517799352750809
Mver|MVEG_01799	AA3.hmm  	2e-83	88	394	43	628	0.495145631067961
Mver|MVEG_01800	AA3.hmm  	6.9e-88	84	406	38	606	0.521035598705502
Mver|MVEG_01801	AA3.hmm  	2e-90	82	406	33	639	0.524271844660194
Mver|MVEG_01802	AA3.hmm  	1.2e-88	75	405	31	627	0.533980582524272
Mver|MVEG_01803	AA3.hmm  	2e-96	77	403	33	625	0.527508090614887
Mver|MVEG_01845	GT34.hmm  	4.3e-22	27	235	379	553	0.845528455284553
Mver|MVEG_01894	GT11.hmm  	5.2e-08	130	240	315	452	0.398550724637681
Mver|MVEG_01897	CE10.hmm  	2e-47	88	335	136	404	0.724340175953079
Mver|MVEG_01948	CBM18.hmm  	3.1e-06	8	35	56	84	0.710526315789474
Mver|MVEG_01948	GH16.hmm  	3e-30	4	188	105	332	0.973544973544973
Mver|MVEG_01959	CE4.hmm  	1.3e-30	7	126	34	157	0.915384615384615
Mver|MVEG_01961	CE9.hmm  	5.1e-125	1	373	34	434	0.997319034852547
Mver|MVEG_01983	GT75.hmm  	1.5e-19	8	314	60	376	0.892128279883382
Mver|MVEG_01997	GT17.hmm  	3e-15	152	278	161	316	0.443661971830986
Mver|MVEG_01998	GT75.hmm  	4e-19	8	315	79	396	0.895043731778426
Mver|MVEG_02002	GT75.hmm  	7e-14	26	315	95	395	0.842565597667638
Mver|MVEG_02020	GT34.hmm  	1.3e-21	27	235	376	549	0.845528455284553
Mver|MVEG_02060	GT2.hmm  	1.2e-16	79	164	833	919	0.505952380952381
Mver|MVEG_02135	GT10.hmm  	2.6e-33	170	333	266	475	0.469740634005764
Mver|MVEG_02200	GT15.hmm  	9.2e-54	110	264	74	230	0.564102564102564
Mver|MVEG_02214	GH16.hmm  	1.1e-14	35	188	130	397	0.80952380952381
Mver|MVEG_02218	CE10.hmm  	1.8e-20	41	319	404	669	0.81524926686217
Mver|MVEG_02240	CE10.hmm  	1e-35	71	309	179	488	0.697947214076246
Mver|MVEG_02246	GT68.hmm  	5.5e-10	201	333	331	498	0.377142857142857
Mver|MVEG_02323	CE4.hmm  	5.2e-30	12	122	97	208	0.846153846153846
Mver|MVEG_02378	AA5.hmm  	3.7e-112	551	1025	66	635	0.370023419203747
Mver|MVEG_02397	GT47.hmm  	1.1e-39	61	296	61	318	0.793918918918919
Mver|MVEG_02500	GH81.hmm  	7.6e-200	4	622	109	808	0.993569131832797
Mver|MVEG_02521	GT2.hmm  	5.2e-18	72	164	799	892	0.547619047619048
Mver|MVEG_02548	GT62.hmm  	2e-71	14	268	81	329	0.947761194029851
Mver|MVEG_02556	GH16.hmm  	1.5e-27	3	188	86	316	0.978835978835979
Mver|MVEG_02572	AA1.hmm  	2.8e-83	430	786	16	376	0.377518557794274
Mver|MVEG_02593	CE4.hmm  	3.6e-26	8	126	35	157	0.907692307692308
Mver|MVEG_02619	GT61.hmm  	4.8e-07	94	239	177	417	0.599173553719008
Mver|MVEG_02640	GH27.hmm  	3.3e-31	124	349	134	358	0.6
Mver|MVEG_02640	CBM13.hmm  	8.8e-12	53	133	524	611	0.425531914893617
Mver|MVEG_02678	GT61.hmm  	1.7e-07	94	239	23	265	0.599173553719008
Mver|MVEG_02686	GT39.hmm  	3.4e-67	2	223	78	315	0.991031390134529
Mver|MVEG_02701	GT31.hmm  	9e-11	57	187	145	257	0.677083333333333
Mver|MVEG_02779	GH18.hmm  	2.7e-23	3	201	9	249	0.668918918918919
Mver|MVEG_02794	GT20.hmm  	4.6e-168	32	473	238	685	0.928421052631579
Mver|MVEG_02811	GT68.hmm  	8.7e-06	202	333	517	773	0.374285714285714
Mver|MVEG_02845	GT68.hmm  	7.2e-17	32	333	240	531	0.86
Mver|MVEG_02860	GT17.hmm  	1.3e-85	3	284	64	352	0.98943661971831
Mver|MVEG_02868	GT58.hmm  	9.5e-145	2	364	61	421	0.994505494505495
Mver|MVEG_02883	GT10.hmm  	9.7e-68	34	336	7	336	0.870317002881844
Mver|MVEG_02932	GT17.hmm  	3.7e-88	2	284	63	352	0.992957746478873
Mver|MVEG_02949	GT15.hmm  	1.5e-120	1	271	92	361	0.989010989010989
Mver|MVEG_02964	CBM48.hmm  	3.4e-09	3	47	62	116	0.578947368421053
Mver|MVEG_02964	GH13.hmm  	2.7e-25	16	289	203	531	0.91304347826087
Mver|MVEG_02981	GT62.hmm  	1.6e-35	10	266	48	285	0.955223880597015
Mver|MVEG_02990	GT21.hmm  	1.8e-95	1	233	75	306	0.995708154506438
Mver|MVEG_03002	GT32.hmm  	8.6e-12	19	86	385	452	0.744444444444444
Mver|MVEG_03090	CE4.hmm  	2.3e-31	6	125	91	211	0.915384615384615
Mver|MVEG_03094	CE1.hmm  	2.3e-07	29	198	35	206	0.744493392070485
Mver|MVEG_03104	GT2.hmm  	2.3e-12	7	167	151	349	0.952380952380952
Mver|MVEG_03160	GT69.hmm  	8.1e-36	1	217	153	407	0.903765690376569
Mver|MVEG_03171	CE14.hmm  	4.6e-14	4	123	38	148	0.959677419354839
Mver|MVEG_03218	CE4.hmm  	9.9e-29	8	126	51	174	0.907692307692308
Mver|MVEG_03219	CE4.hmm  	1.4e-25	6	125	62	189	0.915384615384615
Mver|MVEG_03339	GH72.hmm  	2e-125	3	308	22	322	0.977564102564103
Mver|MVEG_03339	CBM43.hmm  	4.3e-17	1	79	375	460	0.939759036144578
Mver|MVEG_03340	GT48.hmm  	0	2	730	920	1695	0.9851150202977
Mver|MVEG_03387	GH47.hmm  	1.5e-71	197	445	2	226	0.556053811659193
Mver|MVEG_03388	GH47.hmm  	1.5e-59	1	171	194	382	0.381165919282511
Mver|MVEG_03402	GH5.hmm  	2.5e-36	4	239	102	611	0.854545454545454
Mver|MVEG_03403	GH16.hmm  	1.1e-27	28	187	10	224	0.841269841269841
Mver|MVEG_03429	GH5.hmm  	4.8e-36	4	239	140	649	0.854545454545454
Mver|MVEG_03434	AA9.hmm  	3.1e-06	3	199	12	234	0.890909090909091
Mver|MVEG_03476	CE10.hmm  	1.6e-23	73	203	93	272	0.381231671554252
Mver|MVEG_03491	CE10.hmm  	1.4e-20	73	220	87	266	0.43108504398827
Mver|MVEG_03492	CE10.hmm  	2e-23	74	208	91	258	0.392961876832845
Mver|MVEG_03541.1	GT24.hmm  	1.3e-135	1	248	1239	1486	0.995967741935484
Mver|MVEG_03541.2	GT24.hmm  	1.3e-135	1	248	1242	1489	0.995967741935484
Mver|MVEG_03555	GH5.hmm  	1.3e-32	3	256	39	404	0.92
Mver|MVEG_03555	CBM13.hmm  	6.3e-22	9	133	494	627	0.659574468085106
Mver|MVEG_03585	GH16.hmm  	5.8e-19	57	176	15	171	0.62962962962963
Mver|MVEG_03669	GT22.hmm  	1.9e-82	9	360	83	464	0.902313624678663
Mver|MVEG_03676	GH18.hmm  	1.8e-78	2	283	171	530	0.949324324324324
Mver|MVEG_03695	GH47.hmm  	1.3e-144	2	445	180	622	0.993273542600897
Mver|MVEG_03698	GH31.hmm  	1.6e-155	2	427	385	830	0.995316159250585
Mver|MVEG_03755	PL14.hmm  	6.2e-37	4	198	109	410	0.97
Mver|MVEG_03773	AA1.hmm  	7.7e-86	451	749	69	389	0.316012725344645
Mver|MVEG_03779	CBM5.hmm  	9.3e-15	1	40	521	560	0.975
Mver|MVEG_03779	CBM5.hmm  	5e-14	3	40	585	622	0.925
Mver|MVEG_03814	CBM13.hmm  	9.1e-06	69	133	62	121	0.340425531914894
Mver|MVEG_03814	CBM13.hmm  	4.5e-10	37	139	241	344	0.542553191489362
Mver|MVEG_03814	CBM13.hmm  	0.00056	76	134	427	488	0.308510638297872
Mver|MVEG_03851	GT4.hmm  	1.2e-26	6	153	261	428	0.91875
Mver|MVEG_03857	CE10.hmm  	2.4e-45	56	337	204	541	0.824046920821114
Mver|MVEG_03889	GH18.hmm  	2e-61	51	291	26	335	0.810810810810811
Mver|MVEG_03890	GH15.hmm  	2.4e-16	4	281	16	307	0.767313019390582
Mver|MVEG_03897	GT57.hmm  	1.4e-156	2	479	9	534	0.991683991683992
Mver|MVEG_03910	GT68.hmm  	1.1e-11	231	339	274	396	0.308571428571429
Mver|MVEG_03915	CE1.hmm  	1.2e-06	7	218	69	282	0.929515418502203
Mver|MVEG_03945	GT50.hmm  	1.7e-91	1	262	133	422	0.99618320610687
Mver|MVEG_04005	AA9.hmm  	0.0001	55	204	59	208	0.677272727272727
