Ptri|PTRG_00002	GT32.hmm  	1.4e-21	6	89	91	176	0.922222222222222
Ptri|PTRG_00004	GT8.hmm  	2.5e-18	38	222	170	361	0.715953307392996
Ptri|PTRG_00008	GH43.hmm  	3.1e-45	1	248	36	314	0.995967741935484
Ptri|PTRG_00018	GH109.hmm  	9.2e-07	11	121	43	154	0.873015873015873
Ptri|PTRG_00026	GH5.hmm  	1e-26	16	236	26	327	0.8
Ptri|PTRG_00052	CE4.hmm  	3.1e-24	8	126	34	157	0.907692307692308
Ptri|PTRG_00061	GH53.hmm  	1.9e-73	1	204	22	220	0.593567251461988
Ptri|PTRG_00082	GH47.hmm  	5.9e-129	1	446	51	511	0.997757847533632
Ptri|PTRG_00102	AA2.hmm  	1.1e-52	6	254	33	255	0.972549019607843
Ptri|PTRG_00103	AA9.hmm  	7.5e-62	2	219	5	223	0.986363636363636
Ptri|PTRG_00103	CBM1.hmm  	1.7e-10	2	29	368	395	0.931034482758621
Ptri|PTRG_00104	AA1.hmm  	7.9e-68	385	717	6	344	0.352067868504772
Ptri|PTRG_00109	GT1.hmm  	1.9e-51	97	368	369	671	0.709424083769634
Ptri|PTRG_00133	GT8.hmm  	8.5e-46	29	255	7	223	0.879377431906615
Ptri|PTRG_00190	GT32.hmm  	4.5e-16	12	89	415	491	0.855555555555556
Ptri|PTRG_00192	AA9.hmm  	2.8e-52	2	219	7	239	0.986363636363636
Ptri|PTRG_00224	GH3.hmm  	7.1e-58	3	216	85	304	0.986111111111111
Ptri|PTRG_00248	GT90.hmm  	2.7e-79	3	248	198	498	0.98
Ptri|PTRG_00260	CBM50.hmm  	1.3e-06	2	40	130	172	0.95
Ptri|PTRG_00265	AA1.hmm  	1.9e-83	434	746	66	403	0.330858960763521
Ptri|PTRG_00270	GH36.hmm  	2.8e-50	2	232	352	582	0.334302325581395
Ptri|PTRG_00270	GH36.hmm  	1.4e-162	261	687	585	1016	0.619186046511628
Ptri|PTRG_00284	GH28.hmm  	2.8e-69	4	311	41	359	0.944615384615385
Ptri|PTRG_00286	GH18.hmm  	2.9e-60	3	287	44	415	0.959459459459459
Ptri|PTRG_00294	GT34.hmm  	6.1e-09	33	168	149	272	0.548780487804878
Ptri|PTRG_00329	GH16.hmm  	5.1e-23	55	188	45	204	0.703703703703704
Ptri|PTRG_00383	GT20.hmm  	7.4e-188	11	475	14	460	0.976842105263158
Ptri|PTRG_00474	GH18.hmm  	1.5e-18	106	228	3	149	0.412162162162162
Ptri|PTRG_00512	CE4.hmm  	4.8e-12	15	105	83	173	0.692307692307692
Ptri|PTRG_00517	PL1.hmm  	5.1e-53	18	201	118	308	0.905940594059406
Ptri|PTRG_00540	CE12.hmm  	2.8e-42	3	208	33	225	0.976190476190476
Ptri|PTRG_00605	GT32.hmm  	6.1e-24	2	87	75	155	0.944444444444444
Ptri|PTRG_00611	CE1.hmm  	5.1e-19	6	173	50	259	0.73568281938326
Ptri|PTRG_00632	CE1.hmm  	1.8e-09	9	220	226	526	0.929515418502203
Ptri|PTRG_00673	CBM19.hmm  	1.2e-08	5	44	340	380	0.866666666666667
Ptri|PTRG_00700	GH62.hmm  	1.4e-125	1	278	27	300	0.996402877697842
